,stu_id,com_id,category_id,name,description,rule,main_img,port_img,cad_img,floor,tag_id,tag_name,new_tag1,new_tag2,extend_tag,extend_tag_sim
31,749,77@sample.com,3,동판교_아치가_있는_모던_프렌치스타일집,"모던함 속에 고풍스러움이 묻어나는 집.

금손이신 호스트님께서는 이 공간만의 분위기에 어울리는
인테리어 소품을 직접 만드는 것이 취미라고 합니다.

곳곳에 나의 손길이 닿은 공간.

화려하면서도 깔끔한 이곳의 매력 때문인지
최근에 뷰티 크리에이터님께서 영상 촬영을 위해
호스트님의 공간을 찾아주셨습니다.

이렇게 나의 공간만이 갖고있는 장점을 누군가가 알아보고, 찾아주는 것이
아워플레이스를 통해 촬영하는 즐거움 아닐까요?

*아워플레이스 인스타그램에서 더 많은 호스트님들의 이야기를 보실 수 있습니다.","모던함 속에 고풍스러움이 묻어나는 집.

금손이신 호스트님께서는 이 공간만의 분위기에 어울리는
인테리어 소품을 직접 만드는 것이 취미라고 합니다.

곳곳에 나의 손길이 닿은 공간.

화려하면서도 깔끔한 이곳의 매력 때문인지
최근에 뷰티 크리에이터님께서 영상 촬영을 위해
호스트님의 공간을 찾아주셨습니다.

이렇게 나의 공간만이 갖고있는 장점을 누군가가 알아보고, 찾아주는 것이
아워플레이스를 통해 촬영하는 즐거움 아닐까요?

*아워플레이스 인스타그램에서 더 많은 호스트님들의 이야기를 보실 수 있습니다.","9_0_동판교_아치가_있는_모던_프렌치스타일집.jpg,9_1_동판교_아치가_있는_모던_프렌치스타일집.jpg,9_2_동판교_아치가_있는_모던_프렌치스타일집.jpg","9_3_동판교_아치가_있는_모던_프렌치스타일집.jpg,9_4_동판교_아치가_있는_모던_프렌치스타일집.jpg,9_5_동판교_아치가_있는_모던_프렌치스타일집.jpg",NaN,22.0,[135],['욕실'],"['장점', '인스타그램', '통해', '때문', '이야기', '손길', '모던', '많은', '크리에이터', '호스트', '뷰티', '공간', '매력', '최근', '아닐까', '고풍', '소품', '스러', '인테리어', '영상', '욕실', '분위기', '곳곳', '촬영', '즐거움', '취미', '누군가', '화려하면서도', '레이스', '깔끔한', '금손']","['장점', '인스타그램', '통해', '때문', '이야기', '손길', '모던', '많은', '크리에이터', '호스트', '뷰티', '공간', '매력', '최근', '금손', '아닐까', '고풍', '소품', '스러', '인테리어', '영상', '분위기', '촬영', '즐거움', '취미', '누군가', '화려하면서도', '레이스', '깔끔한', '곳곳']","['장점', '내부', '인스타그램', '통해', '낡은', '때문', '주방', '이야기', '다양하게', '손길', '모던', '카페', '많은', '공간', '크리에이터', '호스트', '사무실', '뷰티', '영상', '공간', '다양한', '매력', '많은', '최근', '건물', '금손', '아닐까', '고풍', '복층', '소품', '선호', '스러', '인테리어', '공간', '영상', '공간', '분위기', '공간', '촬영', '공간', '즐거움', '국적', '취미', '커피', '누군가', '화려하면서도', '레이스', '미니', '깔끔한', '곳곳', '작은']","[0, 0.16891032457351685, 0, 0, 0.16625887155532837, 0, 0.2690838873386383, 0, 0.2231200635433197, 0, 0, 0.4411754012107849, 0, 0.5242969393730164, 0, 0, 0.20656676590442657, 0, 0.24898532032966614, 0, 0.6307618618011475, 0, 0.2739048898220062, 0, 0.2509830594062805, 0, 0, 0, 0.16835589706897736, 0, 0.4828696846961975, 0, 0, 0.5771822333335876, 0, 0.5266675353050232, 0, 0.5736126899719238, 0, 0.570769727230072, 0, 0.15743625164031982, 0, 0.2516082525253296, 0, 0, 0, 0.2262803316116333, 0, 0, 0.2692660093307495]"
32,752,99@sample.com,3,판교동_THE_FLOAT_EAST,"판교동에 위치한 모던하고 미니멀한 디자인의 스튜디오 주택입니다. 쿠킹스튜디오를 떠올리는 키친, 미니멀하고 아름다운 계단, 천장고 6.3M 와 통창으로 들어오는 햇살이 있습니다. 촬영하면 예쁘게 나옵니다.","판교동에 위치한 모던하고 미니멀한 디자인의 스튜디오 주택입니다. 쿠킹스튜디오를 떠올리는 키친, 미니멀하고 아름다운 계단, 천장고 6.3M 와 통창으로 들어오는 햇살이 있습니다. 촬영하면 예쁘게 나옵니다.","12_0_판교동_THE_FLOAT_EAST.jpg,12_1_판교동_THE_FLOAT_EAST.jpg,12_2_판교동_THE_FLOAT_EAST.jpg","12_3_판교동_THE_FLOAT_EAST.jpg,12_4_판교동_THE_FLOAT_EAST.jpg,12_5_판교동_THE_FLOAT_EAST.jpg",NaN,2.0,[138],['욕실'],"['스튜디오', '멀하고', '쿠킹', '아름다운', '계단', '천장', '키친', '미니', '햇살', '촬영', '예쁘게', '욕실', '멀한', '통창', '모던', '판교동', '디자인', '주택']","['스튜디오', '계단', '아름다운', '멀하고', '쿠킹', '천장', '키친', '미니', '햇살', '촬영', '예쁘게', '멀한', '통창', '모던', '판교동', '디자인', '주택']","['공간', '공간', '거리', '스튜디오', '기본', '인테리어', '카페', '공간', '공간', '주방', '하루', '다양한', '카페', '카페', '카페']","[0.5000731348991394, 0.3163197934627533, 0.27745455503463745, 0.18146724998950958, 0.30253472924232483, 0.22777774930000305, 0.4868725836277008, 0.3597981333732605, 0.570769727230072, 0.2318800538778305, 0.19257207214832306, 0.3379720449447632, 0.4411754012107849, 0.43877941370010376, 0.46091029047966003]"
33,753,11@sample.com,3,영등포구_모던하고_따뜻한_35평_아파트,"안녕하세요.
공간을 꾸미고 가꾸는 취미를 갖고 있는 부부입니다 :)
최근에 인테리어를 마친 저희집을 소개해드리고 싶어요 !
포털사이트 메인에 소개되기도 하였고, 인테리어 잡지에도 실렸던 집이랍니다.

전반적으로 모던하지만 따뜻한 느낌이 있는 집이예요, 웜그레이톤 타일로 바닥을 마감했고 전반적으로 화이트 톤이어서 아주 깔끔합니다.
거실에서 주방으로 이어지는 곳, 또 서재로 이어지는 곳에 아치로 마감을 해서 모던하면서 로맨틱한 느낌을 주는 집이예요.
주방 또한 가구가 민트색이어서 다른 집과는 다른 밝고 모던한 느낌을 낼 수 있어요. 제품촬영/화보촬영/쿠킹클래스 촬영 등에 적합할 것 같아요.

35평 아파트로 거실/주방/드레스룸/침실/화장실2개 촬영 가능합니다.
그 외에도 작은 파우더룸과 창고처럼 사용하는 작은방이 있어서 촬영 시 스탭 기 공간으로 활용하실 수 있어요.

위치는 1호선 영등포구역 도보 10분 거리예요. 2호선 신도림역에서도 오실 수 있습니다. 단지 아파트여서 찾기 쉬우실 거예요 : )
촬영은 주말을 선호하나 평일도 협의 가능합니다.","안녕하세요.
공간을 꾸미고 가꾸는 취미를 갖고 있는 부부입니다 :)
최근에 인테리어를 마친 저희집을 소개해드리고 싶어요 !
포털사이트 메인에 소개되기도 하였고, 인테리어 잡지에도 실렸던 집이랍니다.

전반적으로 모던하지만 따뜻한 느낌이 있는 집이예요, 웜그레이톤 타일로 바닥을 마감했고 전반적으로 화이트 톤이어서 아주 깔끔합니다.
거실에서 주방으로 이어지는 곳, 또 서재로 이어지는 곳에 아치로 마감을 해서 모던하면서 로맨틱한 느낌을 주는 집이예요.
주방 또한 가구가 민트색이어서 다른 집과는 다른 밝고 모던한 느낌을 낼 수 있어요. 제품촬영/화보촬영/쿠킹클래스 촬영 등에 적합할 것 같아요.

35평 아파트로 거실/주방/드레스룸/침실/화장실2개 촬영 가능합니다.
그 외에도 작은 파우더룸과 창고처럼 사용하는 작은방","13_0_영등포구_모던하고_따뜻한_35평_아파트.jpg,13_1_영등포구_모던하고_따뜻한_35평_아파트.jpg,13_2_영등포구_모던하고_따뜻한_35평_아파트.jpg","13_3_영등포구_모던하고_따뜻한_35평_아파트.jpg,13_4_영등포구_모던하고_따뜻한_35평_아파트.jpg,13_5_영등포구_모던하고_따뜻한_35평_아파트.jpg",NaN,20.0,[139],['욕실'],"['따뜻한', '찾기', '쿠킹', '제품', '하나', '로맨틱', '화보', '다른', '아치로', '모던', '창고', '드레스', '클래스', '주방', '선호', '기도', '부부', '소개', '공간', '평일도', '침실', '바닥', '같아요', '최근', '호선', '잡지', '구역', '포털사이트', '파우더', '서재', '적합할', '거실', '깔끔합니다', '아파트', '활용', '민트', '신도림역', '인테리어', '메인', '전반', '협의', '욕실', '도보', '거리', '느낌', '화이트', '촬영', '가구', '취미', '타일', '작은', '영등포', '스탭', '그레이', '사용', '작은방', '단지']","['따뜻한', '찾기', '쿠킹', '제품', '하나', '로맨틱', '화보', '다른', '모던', '아치로', '창고', '드레스', '클래스', '주방', '선호', '기도', '부부', '소개', '공간', '평일도', '침실', '바닥', '같아요', '최근', '호선', '잡지', '구역', '포털사이트', '파우더', '서재', '적합할', '거실', '깔끔합니다', '아파트', '활용', '민트', '신도림역', '인테리어', '메인', '전반', '협의', '도보', '거리', '느낌', '화이트', '촬영', '가구', '취미', '타일', '작은', '영등포', '스탭', '그레이', '사용', '작은방', '단지']","['따뜻한', '한양대', '찾기', '쿠킹', '스튜디오', '제품', '주차', '하나', '가구', '로맨틱', '화보', '복합', '다른', '가능한', '모던', '카페', '아치로', '창고', '좋은', '드레스', '블랙', '클래스', '좋은', '주방', '카페', '선호', '공간', '기도', '부부', '공간', '소개', '공간', '공간', '다양한', '평일도', '침실', '카페', '바닥', '가능한', '같아요', '카페', '최근', '건물', '호선', '공간', '잡지', '소음', '구역', '포털사이트', '파우더', '서재', '공간', '적합할', '거실', '촬영', '깔끔합니다', '소품', '아파트', '건물', '활용', '공간', '민트', '신도림역', '인테리어', '공간', '메인', '활동', '전반', '협의', '공간', '도보', '공간', '거리', '카페', '느낌', '공간', '화이트', '다양한', '촬영', '공간', '가구', '공간', '취미', '커피', '타일', '작은', '공간', '영등포', '스탭', '그레이', '음식', '사용', '공간', '작은방', '미니', '단지', '풍경']","[0, 0.25394749641418457, 0, 0, 0.18146724998950958, 0, 0.32194459438323975, 0, 0.2935558557510376, 0, 0, 0.2590565085411072, 0, 0.2742442190647125, 0, 0.4411754012107849, 0, 0, 0.22831515967845917, 0, 0.18955406546592712, 0, 0.42486995458602905, 0, 0.5181074142456055, 0, 0.5559455752372742, 0, 0, 0.2912023365497589, 0, 0.47558221220970154, 0, 0.6307618618011475, 0, 0, 0.37225019931793213, 0, 0.21494582295417786, 0, 0.3302150368690491, 0, 0.2509830594062805, 0, 0.3393983244895935, 0, 0.2623944580554962, 0, 0, 0, 0, 0.3771861791610718, 0, 0, 0.4972902536392212, 0, 0.22196753323078156, 0, 0.39966028928756714, 0, 0.5975755453109741, 0, 0, 0, 0.5771822333335876, 0, 0.167547807097435, 0, 0, 0.551963210105896, 0, 0.43845829367637634, 0, 0.5813907980918884, 0, 0.5687322020530701, 0, 0.459151029586792, 0, 0.570769727230072, 0, 0.5379390120506287, 0, 0.2516082525253296, 0, 0, 0.5623679161071777, 0, 0, 0, 0.1621456891298294, 0, 0.5679715275764465, 0, 0.18069446086883545, 0, 0.17859143018722534]"
34,756,1234@admin.com,3,한강이_보이는_아이들이_사는_따뜻한_집,서강교와 여의도가 보이는 한강뷰가 있는 따뜻한 분위기의 4인가족 아파트,서강교와 여의도가 보이는 한강뷰가 있는 따뜻한 분위기의 4인가족 아파트,"16_0_한강이_보이는_아이들이_사는_따뜻한_집.jpg,16_1_한강이_보이는_아이들이_사는_따뜻한_집.jpg,16_2_한강이_보이는_아이들이_사는_따뜻한_집.jpg","16_3_한강이_보이는_아이들이_사는_따뜻한_집.jpg,16_4_한강이_보이는_아이들이_사는_따뜻한_집.jpg,16_5_한강이_보이는_아이들이_사는_따뜻한_집.jpg",NaN,18.0,[142],['욕실'],"['따뜻한', '한강', '아파트', '여의도', '욕실', '가족', '강교', '분위기']","['따뜻한', '한강', '아파트', '여의도', '가족', '강교', '분위기']","['한양대', '드립', '주차', '영화', '주차', '제품', '건물', '사무실', '거리', '카페', '모두', '공간', '공간', '느낌', '인테리어']","[0.25394749641418457, 0.2199632227420807, 0.17482057213783264, 0.23834264278411865, 0.2370632439851761, 0.23129487037658691, 0.39966028928756714, 0.37064114212989807, 0.37012091279029846, 0.3051564395427704, 0.29874032735824585, 0.28933340311050415, 0.5736126899719238, 0.5086970925331116, 0.48876118659973145]"
35,757,1234@admin.com,3,로프트_이그제큐티브_스위트_Loft_Executive_Suite,"호텔 19에만 위치한 로프트 이그제큐티브 스위트는
오션뷰가 전면으로 펼쳐지며, 고급스러움으로 채워진 넓은 스위트 객실입니다.
침방2개와 온돌방, 2개의 화장실 그리고 넓은 거실로 구성된 루프탑 스위트 전망의 객실 입니다.
다른 스위트 객실보다 섬세한 서비스로 머무시는 도앙ㄴ 최상의 편안함을 선사합니다.","호텔 19에만 위치한 로프트 이그제큐티브 스위트는
오션뷰가 전면으로 펼쳐지며, 고급스러움으로 채워진 넓은 스위트 객실입니다.
침방2개와 온돌방, 2개의 화장실 그리고 넓은 거실로 구성된 루프탑 스위트 전망의 객실 입니다.
다른 스위트 객실보다 섬세한 서비스로 머무시는 도앙ㄴ 최상의 편안함을 선사합니다.","17_0_로프트_이그제큐티브_스위트_Loft_Executive_Suite.jpg,17_1_로프트_이그제큐티브_스위트_Loft_Executive_Suite.jpg,17_2_로프트_이그제큐티브_스위트_Loft_Executive_Suite.jpg","17_3_로프트_이그제큐티브_스위트_Loft_Executive_Suite.jpg,17_4_로프트_이그제큐티브_스위트_Loft_Executive_Suite.jpg,17_5_로프트_이그제큐티브_스위트_Loft_Executive_Suite.jpg",NaN,19.0,[143],['욕실'],"['전면', '온돌방', '침방', '고급스러', '다른', '오션', '객실', '최상', '편안함', '넓은', '구성', '스위트', '전망', '거실', '루프', '로프트', '욕실', '섬세한', '서비스', '위트', '큐티브', '호텔', '선사']","['전면', '온돌방', '침방', '고급스러', '다른', '오션', '객실', '최상', '편안함', '넓은', '구성', '스위트', '전망', '거실', '루프', '로프트', '섬세한', '서비스', '위트', '큐티브', '호텔', '선사']","['주방', '가능한', '문화', '서재', '공간', '공간', '공간', '주변', '촬영', '카페', '컨텐츠', '하루', '공간', '주차', '건물']","[0.23170167207717896, 0.2742442190647125, 0.20981046557426453, 0.2168596386909485, 0.29456937313079834, 0.4817923903465271, 0.4941524565219879, 0.41311946511268616, 0.4972902536392212, 0.4572797119617462, 0.2138473391532898, 0.22513055801391602, 0.4686438739299774, 0.25864431262016296, 0.2399262934923172]"
36,758,1234@admin.com,3,양천구_신정동_심플한_인테리어가_된_32평_아파트,"서울양천구 신정동 인테리어 된 32평 아파트 입니다. 주차공간이 넓어 편리하게 이용가능하며, 촬영시간은 조율 가능하오니 연락 주시기 바랍니다.","서울양천구 신정동 인테리어 된 32평 아파트 입니다. 주차공간이 넓어 편리하게 이용가능하며, 촬영시간은 조율 가능하오니 연락 주시기 바랍니다.","18_0_양천구_신정동_심플한_인테리어가_된_32평_아파트.jpg,18_1_양천구_신정동_심플한_인테리어가_된_32평_아파트.jpg,18_2_양천구_신정동_심플한_인테리어가_된_32평_아파트.jpg","18_3_양천구_신정동_심플한_인테리어가_된_32평_아파트.jpg,18_4_양천구_신정동_심플한_인테리어가_된_32평_아파트.jpg,18_5_양천구_신정동_심플한_인테리어가_된_32평_아파트.jpg",NaN,12.0,[144],['욕실'],"['아파트', '편리하게', '신정동', '주차공간', '촬영', '시기', '가능하오니', '인테리어', '욕실', '서울', '양천구', '넓어']","['아파트', '편리하게', '신정동', '주차공간', '촬영', '시기', '가능하오니', '인테리어', '서울', '양천구', '넓어']","['건물', '사무실', '거리', '가족', '영상', '공연', '주택', '작은', '목적', '공간', '느낌', '다양한', '라이브', '자랑', '북한', '공간', '다양한', '카페', '카페', '공간', '거리', '서초구', '레스토랑', '젊은']","[0.39966028928756714, 0.37064114212989807, 0.37012091279029846, 0.21515613794326782, 0.20299455523490906, 0.18271778523921967, 0.3416054844856262, 0.34008798003196716, 0.33752328157424927, 0.570769727230072, 0.5615432262420654, 0.5569639801979065, 0.2538529336452484, 0.21663810312747955, 0.20001670718193054, 0.5771822333335876, 0.556586742401123, 0.537462055683136, 0.4278656542301178, 0.39821192622184753, 0.38545045256614685, 0.16864918172359467, 0.15124665200710297, 0.14639943838119507]"
37,760,88@sample.com,3,합정동_무무모모러브하우스,"안녕하세요 ^^

저희 러브하우스는 합정역 8번출구 5분거리에 위치한 빌라입니다.

작년 17년 .. 10년이 넘은 집을 구입하여 2달간 인테리어 신축 공사를 끝낸 집입니다.

긴 테라스가 있고, 작고 소소한 아이템이 많으며, 마크라메 작품과 큰 사진이 2작품 있습니다.

(저희가 마크라메 공방을 운영하고 있어 추가로 꾸밀수 있는 마크라메 작품여 가능합니다.)

실평수: 21평
테라스 : 4평 정도 됩니다. (길쭉한 테라스 있음)

주방 조, 이케아 싱크, 긴 원목 테이블 등 전체적인 화이트 인테리어로 깔끔하게 디자인 되어 있습니다.
안방과 서재가 접이식 도어(루버셔터) 로 구분되어 있어, 공간의 가변성이 좋습니다.","안녕하세요 ^^

저희 러브하우스는 합정역 8번출구 5분거리에 위치한 빌라입니다.

작년 17년 .. 10년이 넘은 집을 구입하여 2달간 인테리어 신축 공사를 끝낸 집입니다.

긴 테라스가 있고, 작고 소소한 아이템이 많으며, 마크라메 작품과 큰 사진이 2작품 있습니다.

(저희가 마크라메 공방을 운영하고 있어 추가로 꾸밀수 있는 마크라메 작품여 가능합니다.)

실평수: 21평
테라스 : 4평 정도 됩니다. (길쭉한 테라스 있음)

주방 조, 이케아 싱크, 긴 원목 테이블 등 전체적인 화이트 인테리어로 깔끔하게 디자인 되어 있습니다.
안방과 서재가 접이식 도어(루버셔터) 로 구분되어 있어, 공간의 가변성이 좋습니다.","20_0_합정동_무무모모러브하우스.jpg,20_1_합정동_무무모모러브하우스.jpg,20_2_합정동_무무모모러브하우스.jpg","20_3_합정동_무무모모러브하우스.jpg,20_4_합정동_무무모모러브하우스.jpg,20_5_합정동_무무모모러브하우스.jpg",NaN,2.0,[146],['욕실'],"['원목', '테이블', '셔터', '합정역', '작품', '길쭉한', '루버', '하우스', '안방', '가변', '작년', '디자인', '많으며', '마크', '주방', '정도', '공간', '출구', '구입', '구분', '아이템', '서재', '신축', '인테리어', '욕실', '작고', '있고', '화이트', '러브', '공사', '도어', '추가', '깔끔하게', '싱크', '전체', '접이식', '빌라', '테라스', '있음', '사진', '이케아', '소소한']","['원목', '테이블', '셔터', '합정역', '작품', '길쭉한', '루버', '하우스', '안방', '가변', '작년', '디자인', '많으며', '마크', '주방', '정도', '공간', '출구', '구입', '구분', '아이템', '이케아', '서재', '신축', '인테리어', '작고', '있고', '화이트', '러브', '공사', '도어', '추가', '깔끔하게', '싱크', '전체', '접이식', '빌라', '있음', '사진', '테라스', '소소한']","['원목', '월길', '테이블', '모든', '셔터', '합정역', '작품', '스튜디오', '길쭉한', '루버', '하우스', '공간', '안방', '가변', '작년', '디자인', '카페', '많으며', '카페', '마크', '주방', '카페', '정도', '공간', '공간', '다양한', '출구', '평일', '구입', '구분', '아이템', '조명', '이케아', '서재', '공간', '신축', '내부', '인테리어', '공간', '작고', '설치', '있고', '공간', '화이트', '다양한', '러브', '공사', '좋은', '도어', '추가', '카페', '깔끔하게', '싱크', '전체', '다양한', '접이식', '사용', '빌라', '사무실', '있음', '전체', '사진', '거리', '테라스', '주차장', '소소한']","[0, 0.1858663558959961, 0, 0.3534085154533386, 0, 0, 0, 0.23139040172100067, 0, 0, 0, 0.2724927067756653, 0, 0, 0, 0, 0.43877941370010376, 0, 0.1988428682088852, 0, 0, 0.5181074142456055, 0, 0.4510537087917328, 0, 0.6307618618011475, 0, 0.24945500493049622, 0, 0, 0, 0.20002466440200806, 0, 0, 0.3771861791610718, 0, 0.2957639992237091, 0, 0.5771822333335876, 0, 0.3199130594730377, 0, 0.5568024516105652, 0, 0.459151029586792, 0, 0, 0.23203949630260468, 0, 0, 0.390427827835083, 0, 0, 0, 0.504605770111084, 0, 0.28136855363845825, 0, 0.31031686067581177, 0, 0.21020637452602386, 0, 0.4393603801727295, 0, 0.4376034438610077, 0]"
38,761,77@sample.com,3,화이트_모던_가정집,"79평 가정집.
방5개(오디오룸)화장실2개
오전 9시30부터 오후 5시 까지 촬영 가능","79평 가정집.
방5개(오디오룸)화장실2개
오전 9시30부터 오후 5시 까지 촬영 가능","21_0_화이트_모던_가정집.jpg,21_1_화이트_모던_가정집.jpg,21_2_화이트_모던_가정집.jpg","21_3_화이트_모던_가정집.jpg,21_4_화이트_모던_가정집.jpg,21_5_화이트_모던_가정집.jpg",NaN,16.0,[147],['욕실'],"['가정', '욕실', '오디오', '촬영']","['가정', '오디오', '촬영']","['아이템', '폐가', '맛집', '연인', '취향', '모두', '야외', '테라스', '공간', '느낌', '다양한', '카페']","[0.13846470415592194, 0.1367965191602707, 0.13643349707126617, 0.1306317299604416, 0.20525190234184265, 0.20490731298923492, 0.18795570731163025, 0.17314358055591583, 0.570769727230072, 0.5615432262420654, 0.5569639801979065, 0.5458531975746155]"
39,762,77@sample.com,3,라오테아로아_스튜디오,"한민국에서 흔히 볼 수 없는 힙한 인테리어와 스타일을 추구합니다. 10미터가 넘는 책장, 노르웨이 요틀 벽난로, 넓은 피아노 계단, 빨간색 스메그 냉장고가 있는 넓은 부엌, 높은 고, 뚫린 공간 등 다양한 매력이 있는 공간입니다. 단편영화, 웹드라마, 프로필 사진, TV 방송, 잡지 등 다양한 매체를 통해서 소개되었던 집입니다.","한민국에서 흔히 볼 수 없는 힙한 인테리어와 스타일을 추구합니다. 10미터가 넘는 책장, 노르웨이 요틀 벽난로, 넓은 피아노 계단, 빨간색 스메그 냉장고가 있는 넓은 부엌, 높은 고, 뚫린 공간 등 다양한 매력이 있는 공간입니다. 단편영화, 웹드라마, 프로필 사진, TV 방송, 잡지 등 다양한 매체를 통해서 소개되었던 집입니다.","22_0_라오테아로아_스튜디오.jpg,22_1_라오테아로아_스튜디오.jpg,22_2_라오테아로아_스튜디오.jpg","22_3_라오테아로아_스튜디오.jpg,22_4_라오테아로아_스튜디오.jpg,22_5_라오테아로아_스튜디오.jpg",NaN,4.0,[148],['욕실'],"['계단', '책장', '통해', '빨간색', '부엌', '냉장고', '매체', '흔히', '프로필', '넓은', '소개', '높은', '공간', '매력', '잡지', '스타일', '민국', '드라마', '인테리어', '욕실', '메그', '노르웨이', '방송', '다양한', '벽난로', '추구', '피아노', '미터', '사진', '단편영화']","['계단', '책장', '통해', '빨간색', '부엌', '냉장고', '매체', '흔히', '프로필', '넓은', '소개', '높은', '공간', '매력', '잡지', '스타일', '민국', '드라마', '인테리어', '메그', '노르웨이', '방송', '다양한', '벽난로', '추구', '피아노', '미터', '사진', '단편영화']","['계단', '공간', '책장', '통해', '낡은', '빨간색', '부엌', '복층', '냉장고', '협의', '매체', '흔히', '프로필', '넓은', '공간', '소개', '공간', '높은', '주차장', '공간', '다양한', '매력', '많은', '잡지', '소음', '스타일', '촬영', '민국', '드라마', '공간', '인테리어', '공간', '메그', '노르웨이', '방송', '공간', '다양한', '공간', '벽난로', '영업', '추구', '피아노', '대표', '미터', '주차', '사진', '거리', '단편영화']","[0, 0.3163197934627533, 0, 0, 0.16625887155532837, 0, 0, 0.2607947587966919, 0, 0.385275274515152, 0, 0, 0, 0, 0.4817923903465271, 0, 0.47558221220970154, 0, 0.42949143052101135, 0, 0.6307618618011475, 0, 0.2739048898220062, 0, 0.2623944580554962, 0, 0.35139408707618713, 0, 0, 0.4259399473667145, 0, 0.5771822333335876, 0, 0, 0, 0.3195003271102905, 0, 0.6307618618011475, 0, 0.2745092511177063, 0, 0, 0.201121523976326, 0, 0.26056864857673645, 0, 0.4393603801727295, 0]"
40,763,55@sample.com,3,비비드한_컬러가_있는_전망좋은_주택,"3 단독주택입니다. 주차 4 가능하십니다.
전체적으로 화이트 톤이며 각 마다 테라스가 있으며 전망이 매우 좋습니다. 1 거실과 주방 잔디있는 마당과 썬큰공간이 있고 2은 방이있으며 뷰가 매우 좋습니다.
사방에 창이 있어 전체적으로 채광이 좋아 촬영시 용이하십니다.","3 단독주택입니다. 주차 4 가능하십니다.
전체적으로 화이트 톤이며 각 마다 테라스가 있으며 전망이 매우 좋습니다. 1 거실과 주방 잔디있는 마당과 썬큰공간이 있고 2은 방이있으며 뷰가 매우 좋습니다.
사방에 창이 있어 전체적으로 채광이 좋아 촬영시 용이하십니다.","23_0_비비드한_컬러가_있는_전망좋은_주택.jpg,23_1_비비드한_컬러가_있는_전망좋은_주택.jpg,23_2_비비드한_컬러가_있는_전망좋은_주택.jpg","23_3_비비드한_컬러가_있는_전망좋은_주택.jpg,23_4_비비드한_컬러가_있는_전망좋은_주택.jpg,23_5_비비드한_컬러가_있는_전망좋은_주택.jpg",NaN,2.0,[149],['욕실'],"['마당', '잔디', '용이하십니다', '주차', '채광', '주방', '가능하십니다', '공간', '전망', '사방', '거실', '방이', '욕실', '있고', '화이트', '단독주택', '촬영', '전체', '좋아', '테라스']","['마당', '잔디', '용이하십니다', '주차', '채광', '주방', '가능하십니다', '공간', '전망', '사방', '거실', '방이', '있고', '화이트', '단독주택', '촬영', '전체', '좋아', '테라스']","['다양한', '작은', '카페', '주차장', '카페', '루프', '다양한', '주변', '사용', '촬영', '참고', '공간', '다양한', '여러', '공간', '다양한', '많은', '주차장']","[0.28332260251045227, 0.2960093319416046, 0.5410494208335876, 0.3819846510887146, 0.5181074142456055, 0.2597291171550751, 0.6307618618011475, 0.41311946511268616, 0.2716662585735321, 0.4972902536392212, 0.21786347031593323, 0.5568024516105652, 0.459151029586792, 0.23796625435352325, 0.570769727230072, 0.504605770111084, 0.2005968689918518, 0.4376034438610077]"
41,764,11@sample.com,3,화이트하우스,화이트톤의 아이들과 부부가 사는 공간입니다.,화이트톤의 아이들과 부부가 사는 공간입니다.,"24_0_화이트하우스.jpg,24_1_화이트하우스.jpg,24_2_화이트하우스.jpg","24_3_화이트하우스.jpg,24_4_화이트하우스.jpg,24_5_화이트하우스.jpg",NaN,10.0,[150],['욕실'],"['부부', '욕실', '공간', '아이', '화이트']","['아이', '공간', '부부', '화이트']","['다양한', '카페', '주차장', '주변', '공간', '하루', '주변', '실내', '다양한', '공간', '가구', '카페']","[0.6307618618011475, 0.6297639608383179, 0.6108304858207703, 0.5990746021270752, 0.2912023365497589, 0.2885321080684662, 0.27937424182891846, 0.2768794000148773, 0.459151029586792, 0.4363233149051666, 0.42669132351875305, 0.42569810152053833]"
42,765,44@sample.com,3,모던한_일반_가정집_아파트,"심플&모던 컨셉의
일반 가정집

까페같은
느낌의 공간","심플&모던 컨셉의
일반 가정집

까페같은
느낌의 공간","25_0_모던한_일반_가정집_아파트.jpg,25_1_모던한_일반_가정집_아파트.jpg,25_2_모던한_일반_가정집_아파트.jpg","25_3_모던한_일반_가정집_아파트.jpg,25_4_모던한_일반_가정집_아파트.jpg,25_5_모던한_일반_가정집_아파트.jpg",NaN,15.0,[151],['욕실'],"['같은', '심플', '컨셉', '욕실', '공간', '일반', '느낌', '모던', '가정', '까페']","['같은', '심플', '컨셉', '공간', '일반', '느낌', '모던', '가정', '까페']","['공간', '인테리어', '야경', '사무실', '공간', '넓은', '공간', '거리', '있고', '다양한', '카페', '주차장', '카페', '주차장', '소품', '공간', '촬영', '카페', '카페', '촬영', '거리', '아이템', '폐가', '맛집']","[0.30180490016937256, 0.3004324436187744, 0.2942868173122406, 0.331326961517334, 0.3310917913913727, 0.3256622850894928, 0.4292106330394745, 0.4077179729938507, 0.40259063243865967, 0.6307618618011475, 0.6297639608383179, 0.6108304858207703, 0.3725927770137787, 0.36939263343811035, 0.366678923368454, 0.5687322020530701, 0.5615432262420654, 0.5549514293670654, 0.4411754012107849, 0.42012470960617065, 0.41918450593948364, 0.13846470415592194, 0.1367965191602707, 0.13643349707126617]"
